Rank,Release Group,Worldwide,Domestic,%,Foreign,%
735,Death of a President,"$869,352","$519,086",59.7%,"$350,266",40.3%
736,Ouija 2006 Re-release,"$863,382",-,-,"$863,382",100%
737,We're All Christs,"$863,107",-,-,"$863,107",100%
738,Waiter,"$860,741",-,-,"$860,741",100%
739,Silk,"$854,535",-,-,"$854,535",100%
740,Down in the Valley,"$852,872","$568,932",66.7%,"$283,940",33.3%
741,Haha we tofaha,"$850,114",-,-,"$850,114",100%
742,Kidulthood,"$849,650",-,-,"$849,650",100%
743,Dikkenek,"$844,711",-,-,"$844,711",100%
744,American Masters: Sketches of Frank Gehry,"$844,333","$439,309",52%,"$405,024",48%
745,Dragones: destino de fuego,"$842,494",-,-,"$842,494",100%
746,The Best Man,"$839,117",-,-,"$839,117",100%
747,The Art of Negative Thinking,"$826,394",-,-,"$826,394",100%
748,Grbavica: The Land of My Dreams,"$820,170","$43,460",5.3%,"$776,710",94.7%
749,The Groomsmen,"$818,970","$128,911",15.7%,"$690,059",84.3%
750,The Goodbye Kiss,"$817,569",-,-,"$817,569",100%
751,Khao Chon Kai,"$817,112",-,-,"$817,112",100%
752,Army of Shadows,"$810,532","$741,766",91.5%,"$68,766",8.5%
753,The Fox Family,"$806,638",-,-,"$806,638",100%
754,13 Tzameti,"$795,223","$121,390",15.3%,"$673,833",84.7%
755,The Near East,"$775,228",-,-,"$775,228",100%
756,The Little Polar Bear 2006 Re-release,"$767,524",-,-,"$767,524",100%
757,Fräulein Else,"$764,947",-,-,"$764,947",100%
758,Chronicle of an Escape,"$763,742","$2,370",0.3%,"$761,372",99.7%
759,La cura del gorilla,"$760,249",-,-,"$760,249",100%
760,Diary,"$749,981",-,-,"$749,981",100%
761,Another Gay Movie,"$745,327","$654,132",87.8%,"$91,195",12.2%
762,Change of Address,"$740,252",-,-,"$740,252",100%
763,The King,"$740,210","$282,183",38.1%,"$458,027",61.9%
764,Out of the Blue,"$731,039",-,-,"$731,039",100%
765,L'entente cordiale,"$729,781",-,-,"$729,781",100%
766,Tokyo Friends: The Movie,"$727,971",-,-,"$727,971",100%
767,Quale amore,"$727,282",-,-,"$727,282",100%
768,Deep Water,"$727,202","$271,143",37.3%,"$456,059",62.7%
769,Woman on the Beach,"$725,461",-,-,"$725,461",100%
770,Time,"$721,712","$16,070",2.2%,"$705,642",97.8%
771,Greyfriars Bobby: The True Story of a Dog,"$721,203",-,-,"$721,203",100%
772,We Were Soldiers 2006 Re-release,"$714,131",-,-,"$714,131",100%
773,Vita Smeralda,"$707,659",-,-,"$707,659",100%
774,Fatha Einak,"$705,505",-,-,"$705,505",100%
775,...e se domani,"$704,645",-,-,"$704,645",100%
776,49 Up,"$696,975","$241,772",34.7%,"$455,203",65.3%
777,Beur blanc rouge,"$695,155",-,-,"$695,155",100%
778,Kalde føtter,"$692,090",-,-,"$692,090",100%
779,Zidane: A 21st Century Portrait,"$689,094",-,-,"$689,094",100%
780,Feast,"$688,854","$56,131",8.1%,"$632,723",91.9%
781,Hemligheten,"$688,652",-,-,"$688,652",100%
782,Laban the Little Ghost,"$683,397",-,-,"$683,397",100%
783,Panic Room 2006 Re-release,"$682,131",-,-,"$682,131",100%
784,April in Love,"$681,056",-,-,"$681,056",100%
785,My Captain Mr. Underground,"$679,834",-,-,"$679,834",100%
786,Once Upon a Time in Mexico 2006 Re-release,"$673,364",-,-,"$673,364",100%
787,Love Signs,"$673,308",-,-,"$673,308",100%
788,Mere Jeevan Saathi,"$667,889",-,-,"$667,889",100%
789,My First Wedding,"$666,154","$14,982",2.2%,"$651,172",97.8%
790,Big Nothing,"$662,081",-,-,"$662,081",100%
791,The Last Time,"$655,968",-,-,"$655,968",100%
792,Dance Machine,"$653,124",-,-,"$653,124",100%
793,The Oh in Ohio,"$648,183","$418,689",64.6%,"$229,494",35.4%
794,Sleeping Dogs Lie,"$638,627","$15,745",2.5%,"$622,882",97.5%
795,Saviour Square,"$636,563",-,-,"$636,563",100%
796,Rainbow Song,"$634,622",-,-,"$634,622",100%
797,Wassup Rockers,"$634,074","$221,574",34.9%,"$412,500",65.1%
798,Fatal Contact,"$633,350",-,-,"$633,350",100%
799,Baciami piccina,"$632,826",-,-,"$632,826",100%
800,Girlfriends,"$632,821",-,-,"$632,821",100%
801,Summer '04,"$632,017","$20,474",3.2%,"$611,543",96.8%
802,I See You,"$629,508",-,-,"$629,508",100%
803,Dans la peau de Jacques Chirac,"$628,817",-,-,"$628,817",100%
804,Cadaver,"$627,896",-,-,"$627,896",100%
805,Sherrybaby,"$622,806","$199,176",32%,"$423,630",68%
806,The Sweetest Thing 2006 Re-release,"$622,656",-,-,"$622,656",100%
807,Mor 8,"$618,799",-,-,"$618,799",100%
808,Pierrepoint: The Last Hangman,"$614,906",-,-,"$614,906",100%
809,Cabeza de perro,"$611,525",-,-,"$611,525",100%
810,Ma l'amore... sì!,"$611,181",-,-,"$611,181",100%
811,Gen,"$609,006",-,-,"$609,006",100%
812,La Californie,"$607,994",-,-,"$607,994",100%
813,Halim,"$601,395",-,-,"$601,395",100%
814,Fair Play,"$597,657",-,-,"$597,657",100%
815,Zaza,"$593,249",-,-,"$593,249",100%
816,Kisik Ateste 15 Dakika,"$589,751",-,-,"$589,751",100%
817,A Bloody Aria,"$587,423",-,-,"$587,423",100%
818,La maison de Himiko,"$586,124",-,-,"$586,124",100%
819,Klimt,"$584,991","$97,656",16.7%,"$487,335",83.3%
820,36 China Town,"$581,202",-,-,"$581,202",100%
821,Aachi & Ssipak,"$579,717",-,-,"$579,717",100%
822,Viva Pedro!,"$579,539","$579,539",100%,-,-
823,Wo hu,"$576,058",-,-,"$576,058",100%
824,Brothers: The Return,"$575,445",-,-,"$575,445",100%
825,Wondrous Oblivion 2006 Re-release,"$571,562","$88,560",15.5%,"$483,002",84.5%
826,Tideland,"$566,611","$66,453",11.7%,"$500,158",88.3%
827,Wilderness,"$566,098",-,-,"$566,098",100%
828,Hana,"$566,097",-,-,"$566,097",100%
829,Proryv,"$552,311",-,-,"$552,311",100%
830,The Shift,"$545,736",-,-,"$545,736",100%
831,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey 2006 Re-release,"$544,373",-,-,"$544,373",100%
832,Hell,"$543,039",-,-,"$543,039",100%
833,The Hands,"$538,169",-,-,"$538,169",100%
834,The Unseeable,"$527,537",-,-,"$527,537",100%
835,12:08 East of Bucharest,"$523,703","$91,881",17.5%,"$431,822",82.5%
836,Falkenberg Farewell,"$520,973",-,-,"$520,973",100%
837,More Ants in the Pants 2006 Re-release,"$520,745",-,-,"$520,745",100%
838,Shadowboxer,"$519,802","$370,627",71.3%,"$149,175",28.7%
839,The Trail,"$517,725",-,-,"$517,725",100%
840,Dor,"$517,575",-,-,"$517,575",100%
841,Dorm Daze 2,"$512,000",-,-,"$512,000",100%
842,Love @ First Note,"$508,183",-,-,"$508,183",100%
843,Tsuribaka nisshi 17,"$506,943",-,-,"$506,943",100%
844,Jardins en automne,"$502,614",-,-,"$502,614",100%
845,Home of the Brave,"$499,620","$51,708",10.3%,"$447,912",89.7%
846,Color Me Kubrick,"$497,009","$71,190",14.3%,"$425,819",85.7%
847,Idiocracy,"$495,303","$444,093",89.7%,"$51,210",10.3%
848,Beyond the Gates 2006 Re-release,"$491,155","$40,848",8.3%,"$450,307",91.7%
849,Granny Gabai,"$489,606",-,-,"$489,606",100%
850,Dil Apna Punjabi,"$486,065",-,-,"$486,065",100%
851,Dynamite Warrior,"$483,737","$52,292",10.8%,"$431,445",89.2%
852,Futari wa Precure Max Heart 2: Yukizora no Tomodachi (Pretty Cure Splash Star),"$477,381",-,-,"$477,381",100%
853,Jasminum,"$476,495",-,-,"$476,495",100%
854,Awdat Nadla,"$475,569",-,-,"$475,569",100%
855,Lakhmet ras,"$474,083",-,-,"$474,083",100%
856,Beer League,"$472,185","$472,185",100%,-,-
857,A Few Days in September,"$471,845",-,-,"$471,845",100%
858,Say That You Love Me,"$471,528",-,-,"$471,528",100%
859,"Die Wilden Kerle: Alles ist gut, solange du wild bist! 2006 Re-release","$467,642",-,-,"$467,642",100%
860,My Kung Fu Sweetheart,"$465,403",-,-,"$465,403",100%
861,Church Ball,"$464,991","$464,991",100%,-,-
862,Storm,"$464,432",-,-,"$464,432",100%
863,The Second Chance,"$463,542","$463,542",100%,-,-
864,Treasure Planet 2006 Re-release,"$463,248",-,-,"$463,248",100%
865,Romeo & Juliet: Sealed with a Kiss,"$463,002","$463,002",100%,-,-
866,"If You Love Me, Follow Me","$462,690",-,-,"$462,690",100%
867,You and Me,"$460,193",-,-,"$460,193",100%
868,My Girl and I,"$460,117",-,-,"$460,117",100%
869,Scandalous,"$459,378",-,-,"$459,378",100%
870,Vete de mí,"$459,324",-,-,"$459,324",100%
871,Heavenly Mission,"$454,196",-,-,"$454,196",100%
872,4-4-2 - Il gioco più bello del mondo,"$452,097",-,-,"$452,097",100%
873,London to Brighton,"$449,681","$6,700",1.5%,"$442,981",98.5%
874,The Heart of the Game,"$446,446","$445,374",99.8%,"$1,072",0.2%
875,Aurore,"$444,979",-,-,"$444,979",100%
876,As You Like It,"$442,515",-,-,"$442,515",100%
877,Statysci,"$442,186",-,-,"$442,186",100%
878,Black Night,"$438,279",-,-,"$438,279",100%
879,Offside,"$437,055","$180,530",41.3%,"$256,525",58.7%
880,The Backdancers!,"$436,095",-,-,"$436,095",100%
881,Secret Journey,"$436,055",-,-,"$436,055",100%
882,Naming Number Two,"$433,904",-,-,"$433,904",100%
883,The Devil and Daniel Johnston,"$432,339","$334,450",77.4%,"$97,889",22.6%
884,When Do We Eat?,"$431,513","$431,513",100%,-,-
885,Scenes of a Sexual Nature,"$429,931",-,-,"$429,931",100%
886,Just Kids,"$426,667",-,-,"$426,667",100%
887,The Legend of 7 Cutter,"$419,157",-,-,"$419,157",100%
888,Aap Ki Khatir,"$417,460",-,-,"$417,460",100%
889,Graffiti,"$410,317",-,-,"$410,317",100%
890,La semana que viene (sin falta),"$409,773",-,-,"$409,773",100%
891,Inner Senses 2006 Re-release,"$407,210",-,-,"$407,210",100%
892,Marock,"$405,769",-,-,"$405,769",100%
893,Preaching to the Choir,"$405,191","$405,191",100%,-,-
894,Marilyn Hotchkiss' Ballroom Dancing & Charm School,"$404,870","$349,132",86.2%,"$55,738",13.8%
895,What If?,"$403,861",-,-,"$403,861",100%
896,A Thousand Kisses,"$403,394",-,-,"$403,394",100%
897,Havana 2006 Re-release,"$402,300",-,-,"$402,300",100%
898,Flanders,"$402,252","$22,788",5.7%,"$379,464",94.3%
899,Mr. 3 Minutes,"$399,123",-,-,"$399,123",100%
900,The Jungle,"$397,113",-,-,"$397,113",100%
901,White Trash,"$395,730",-,-,"$395,730",100%
902,Dangerous Flowers,"$391,100",-,-,"$391,100",100%
903,Times and Winds,"$387,396","$6,176",1.6%,"$381,220",98.4%
904,Sons,"$384,320",-,-,"$384,320",100%
905,Footy Legends,"$382,243",-,-,"$382,243",100%
906,My Wife's First Lover,"$381,508",-,-,"$381,508",100%
907,The Quiet,"$381,420","$381,420",100%,-,-
908,We Are Not Angels 3: Rock & Roll Strike Back,"$381,369",-,-,"$381,369",100%
909,Den brysomme mannen,"$379,331",-,-,"$379,331",100%
910,Navy Boys,"$378,000",-,-,"$378,000",100%
911,American Hardcore,"$376,057","$279,665",74.4%,"$96,392",25.6%
912,Life and Lyrics,"$372,969",-,-,"$372,969",100%
913,Euphoria,"$372,177",-,-,"$372,177",100%
914,2001 Maniacs,"$368,976",-,-,"$368,976",100%
915,Maa Gap Pra,"$368,971",-,-,"$368,971",100%
916,The Angel's Egg,"$365,534",-,-,"$365,534",100%
917,In ascolto,"$362,742",-,-,"$362,742",100%
918,13: Game of Death,"$362,735",-,-,"$362,735",100%
919,El eial herbet,"$360,316",-,-,"$360,316",100%
920,A Crime,"$359,665",-,-,"$359,665",100%
921,Célibataires,"$357,868",-,-,"$357,868",100%
922,2:37,"$356,823",-,-,"$356,823",100%
923,Your Life in 65,"$352,620",-,-,"$352,620",100%
924,Lumber Kings,"$352,281",-,-,"$352,281",100%
925,Five Fingers,"$352,089",-,-,"$352,089",100%
926,Fratelli di sangue,"$349,952",-,-,"$349,952",100%
927,Golmaal: Fun Unlimited,"$348,928",-,-,"$348,928",100%
928,Krasue Valentine,"$347,800",-,-,"$347,800",100%
929,Rosario Tijeras,"$347,132",-,-,"$347,132",100%
930,Cenneti Beklerken,"$346,857",-,-,"$346,857",100%
931,The Prince of Soap,"$346,802",-,-,"$346,802",100%
932,My Name Is Fame,"$344,938",-,-,"$344,938",100%
933,Awqat faragh,"$344,265",-,-,"$344,265",100%
934,The Red Cockatoo,"$339,931",-,-,"$339,931",100%
935,This Film Is Not Yet Rated,"$339,609","$306,845",90.4%,"$32,764",9.6%
936,Remake,"$339,560",-,-,"$339,560",100%
937,Desde que amanece apetece,"$339,079",-,-,"$339,079",100%
938,Shaadi Se Pehle,"$331,676","$111,678",33.7%,"$219,998",66.3%
939,Cheech,"$329,972","$329,972",100%,-,-
940,La sombra de nadie,"$329,867",-,-,"$329,867",100%
941,Sex Crazy,"$327,490",-,-,"$327,490",100%
942,The Letters of Death,"$327,300",-,-,"$327,300",100%
943,Deliver Us from Evil,"$327,205","$201,275",61.5%,"$125,930",38.5%
944,Humko Tumse Pyaar Hai,"$326,603",-,-,"$326,603",100%
945,Cheaper by the Dozen 2006 Re-release,"$326,517",-,-,"$326,517",100%
946,Unna ja Nuuk,"$324,290",-,-,"$324,290",100%
947,The Rundown 2006 Re-release,"$323,993",-,-,"$323,993",100%
948,Steve Harvey: Don't Trip... He Ain't Through with Me Yet,"$319,021","$319,021",100%,-,-
949,Poison Friends,"$316,184","$13,665",4.3%,"$302,519",95.7%
950,Les enfants du pays,"$315,583",-,-,"$315,583",100%
951,Shin Chan: The Adult Empire Strikes Back 2006 Re-release,"$313,928",-,-,"$313,928",100%
952,On the Edge 2006 Re-release,"$313,382",-,-,"$313,382",100%
953,Made in Paris,"$311,808",-,-,"$311,808",100%
954,Sway,"$309,662",-,-,"$309,662",100%
955,Adam & Steve,"$309,404","$309,404",100%,-,-
956,Love Talk,"$307,357",-,-,"$307,357",100%
957,Les irréductibles,"$304,555",-,-,"$304,555",100%
958,Little Red Flowers,"$303,898",-,-,"$303,898",100%
959,Belle toujours,"$303,867","$10,921",3.6%,"$292,946",96.4%
960,Boa... Nguu yak!,"$302,950",-,-,"$302,950",100%
961,Old Joy,"$301,047","$255,923",85%,"$45,124",15%
962,The Wedding Curse,"$300,454","$300,454",100%,-,-
963,The Gig,"$298,547",-,-,"$298,547",100%
964,Fuerza aérea sociedad anónima,"$297,366",-,-,"$297,366",100%
965,Aurora,"$295,772",-,-,"$295,772",100%
966,Taxi No. 9 2 11: Nau Do Gyarah,"$292,794","$292,794",100%,-,-
967,Mummys Island,"$291,243",-,-,"$291,243",100%
968,The Texas Chainsaw Massacre 2006 Re-release,"$291,053",-,-,"$291,053",100%
969,No Regret,"$289,756",-,-,"$289,756",100%
970,Eden,"$286,965",-,-,"$286,965",100%
971,KussKuss - Dein Glück gehört mir,"$286,047",-,-,"$286,047",100%
972,Only Human 2006 Re-release,"$284,961","$284,961",100%,-,-
973,Casshern 2006 Re-release,"$282,888",-,-,"$282,888",100%
974,Paz!,"$282,790",-,-,"$282,790",100%
975,Tai fong lo chin,"$282,538",-,-,"$282,538",100%
976,Battle Ground 625 2006 Re-release,"$278,397",-,-,"$278,397",100%
977,Isolation,"$278,056",-,-,"$278,056",100%
978,Colic: The Movie,"$277,435",-,-,"$277,435",100%
979,Cake,"$276,758",-,-,"$276,758",100%
980,Mischief Night,"$276,714",-,-,"$276,714",100%
981,Desmond & The Swamp Barbarian Trap,"$275,563",-,-,"$275,563",100%
982,Grandhotel,"$274,747",-,-,"$274,747",100%
983,Dirty,"$274,245","$274,245",100%,-,-
984,The Rules of the Game,"$273,641","$273,641",100%,-,-
985,Ammahit phitsawat,"$271,814",-,-,"$271,814",100%
986,Salvatore - Questa è la vita,"$271,510",-,-,"$271,510",100%
987,Burnt Out,"$271,019",-,-,"$271,019",100%
988,Mario's War,"$270,778",-,-,"$270,778",100%
989,Fierce People,"$269,755","$85,410",31.7%,"$184,345",68.3%
990,Isabella,"$269,556",-,-,"$269,556",100%
991,Goldene Zeiten,"$267,259",-,-,"$267,259",100%
992,Blue Days,"$263,368",-,-,"$263,368",100%
993,Bubble,"$261,966","$145,626",55.6%,"$116,340",44.4%
994,Requiem 2006 Re-release,"$260,877","$9,600",3.7%,"$251,277",96.3%
995,Night Run,"$259,991",-,-,"$259,991",100%
996,Uranya,"$259,800",-,-,"$259,800",100%
997,L'estate del mio primo bacio,"$259,575",-,-,"$259,575",100%
998,Mudori,"$257,027",-,-,"$257,027",100%
999,Eternal Summer,"$255,440",-,-,"$255,440",100%
"1,000",The War Tapes,"$254,190","$254,190",100%,-,-
"1,001",The Gazelle's Blood,"$253,826",-,-,"$253,826",100%
"1,002",Requiem,"$252,860",-,-,"$252,860",100%
"1,003",Love's Abiding Joy,"$252,726","$252,726",100%,-,-
"1,004",Broken Bridges,"$252,539","$252,539",100%,-,-
"1,005",Tough Enough,"$251,356",-,-,"$251,356",100%
"1,006",Miracle,"$251,193",-,-,"$251,193",100%
"1,007",Drawing Restraint 9,"$251,009","$234,743",93.5%,"$16,266",6.5%
"1,008",A Mere Formality,"$249,110",-,-,"$249,110",100%
"1,009",Search,"$248,996",-,-,"$248,996",100%
"1,010",El triunfo,"$248,335",-,-,"$248,335",100%
"1,011",The Eye 3 2006 Re-release,"$247,825",-,-,"$247,825",100%
"1,012",Chestnut: Hero of Central Park,"$247,327",-,-,"$247,327",100%
"1,013",Scary Hair 2006 Re-release,"$247,250",-,-,"$247,250",100%
"1,014",Transit,"$243,784",-,-,"$243,784",100%
"1,015",Edmond,"$243,524","$131,719",54.1%,"$111,805",45.9%
"1,016",Los aires difíciles,"$242,597",-,-,"$242,597",100%
"1,017",Pyare Mohan,"$241,841","$150,198",62.1%,"$91,643",37.9%
"1,018",Iraq in Fragments,"$240,888","$204,462",84.9%,"$36,426",15.1%
"1,019",Dating a Vampire,"$240,625",-,-,"$240,625",100%
"1,020",Babas bilar,"$239,963",-,-,"$239,963",100%
"1,021",Himalaya 2006 Re-release,"$238,629",-,-,"$238,629",100%
"1,022",Lucky Loser,"$236,026",-,-,"$236,026",100%
"1,023",Ballistic: Ecks vs. Sever 2006 Re-release,"$230,866",-,-,"$230,866",100%
"1,024",Chromophobia,"$228,324",-,-,"$228,324",100%
"1,025",Black Gold,"$227,105","$93,477",41.2%,"$133,628",58.8%
"1,026",Back Home,"$226,531",-,-,"$226,531",100%
"1,027",Unidentified,"$224,099","$224,099",100%,-,-
"1,028",The Genius Club,"$223,827",-,-,"$223,827",100%
"1,029",Bad Company 2006 Re-release,"$223,487",-,-,"$223,487",100%
"1,030",The Heavenly Kings,"$222,879",-,-,"$222,879",100%
"1,031",J'invente rien,"$220,671",-,-,"$220,671",100%
"1,032",When Darkness Falls,"$220,218",-,-,"$220,218",100%
"1,033",Rabbit Over the Void,"$217,329",-,-,"$217,329",100%
"1,034",The Death of Mr. Lazarescu,"$216,922","$80,301",37%,"$136,621",63%
"1,035",Any Reason Not to Marry?,"$215,383",-,-,"$215,383",100%
"1,036",Marias menn,"$214,163",-,-,"$214,163",100%
"1,037",Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"$212,780","$144,601",68%,"$68,179",32%
"1,038",Flash KA Memory Stick,"$212,702",-,-,"$212,702",100%
"1,039",29 February,"$212,536",-,-,"$212,536",100%
"1,040",The Journals of Knud Rasmussen,"$209,478","$209,478",100%,-,-
"1,041",End Game,"$208,101",-,-,"$208,101",100%
"1,042",La notte del mio primo amore,"$207,541",-,-,"$207,541",100%
"1,043",Tamara,"$206,871","$206,871",100%,-,-
"1,044",A Tiger's Tale,"$206,175",-,-,"$206,175",100%
"1,045",The Bridge,"$205,724","$179,780",87.4%,"$25,944",12.6%
"1,046",Seven and a Half,"$203,028",-,-,"$203,028",100%
"1,047",Madeinusa,"$202,241",-,-,"$202,241",100%
"1,048",Glastonbury,"$202,041","$8,419",4.2%,"$193,622",95.8%
"1,049",The Bourne Supremacy 2006 Re-release,"$201,847",-,-,"$201,847",100%
"1,050",Fimfárum 2,"$200,602",-,-,"$200,602",100%
"1,051",Higher Ground,"$199,892",-,-,"$199,892",100%
"1,052",Benjamin Blümchen - Seine schönsten Abenteuer,"$198,477",-,-,"$198,477",100%
"1,053",The Count of Montenegro,"$197,892",-,-,"$197,892",100%
"1,054",Haven,"$197,312","$142,483",72.2%,"$54,829",27.8%
"1,055",A Christmoose Carol 2006 Re-release,"$197,090",-,-,"$197,090",100%
"1,056",The Puffy Chair,"$195,254","$194,523",99.6%,$731,0.4%
"1,057",Wild Romance,"$194,815",-,-,"$194,815",100%
"1,058",In the Pit,"$194,258","$10,433",5.4%,"$183,825",94.6%
"1,059",Caterpillar Wish,"$194,029",-,-,"$194,029",100%
"1,060",The Feast of the Goat,"$193,973",-,-,"$193,973",100%
"1,061",The Way I Spent the End of the World,"$193,056",-,-,"$193,056",100%
"1,062",Dog Bite Dog,"$192,247",-,-,"$192,247",100%
"1,063",Trastorno,"$191,786",-,-,"$191,786",100%
"1,064",La gran final,"$191,659",-,-,"$191,659",100%
"1,065",The Wizard of Oz 2006 Re-release,"$187,978",-,-,"$187,978",100%
"1,066",Emergency,"$187,614",-,-,"$187,614",100%
"1,067",All the Best!,"$186,924",-,-,"$186,924",100%
"1,068",90 Minutes,"$180,365",-,-,"$180,365",100%
"1,069",Good Boy 2006 Re-release,"$178,399",-,-,"$178,399",100%
"1,070",Ichi ritornu no namida,"$178,229",-,-,"$178,229",100%
"1,071",Awesome; I Fuckin' Shot That!,"$177,683","$162,538",91.5%,"$15,145",8.5%
"1,072",Suburban Mayhem,"$177,653",-,-,"$177,653",100%
"1,073",Un ami parfait,"$176,788",-,-,"$176,788",100%
"1,074",Gangster High,"$176,224",-,-,"$176,224",100%
"1,075",Don't Open Your Eyes,"$175,466",-,-,"$175,466",100%
"1,076",Lonesome Jim,"$174,815","$154,187",88.2%,"$20,628",11.8%
"1,077",The Fallen Idol,"$173,566","$141,502",81.5%,"$32,064",18.5%
"1,078",The Dark Sea,"$172,622",-,-,"$172,622",100%
"1,079",Lie with Me,"$172,087",-,-,"$172,087",100%
"1,080",The Great New Wonderful,"$172,055","$150,142",87.3%,"$21,913",12.7%
"1,081",.45,"$171,339",-,-,"$171,339",100%
"1,082",Nothing Is Impossible,"$170,863",-,-,"$170,863",100%
"1,083",The Magnificent Five,"$168,560",-,-,"$168,560",100%
"1,084",Our Brand Is Crisis,"$166,750","$166,750",100%,-,-
"1,085",Experti,"$166,425",-,-,"$166,425",100%
"1,086",'66,"$164,657",-,-,"$164,657",100%
"1,087",Come Early Morning,"$161,408","$119,452",74%,"$41,956",26%
"1,088",Broken Sky,"$160,445","$29,185",18.2%,"$131,260",81.8%
"1,089",Cocaine Cowboys,"$160,347","$150,056",93.6%,"$10,291",6.4%
"1,090",Ghetto,"$159,751",-,-,"$159,751",100%
"1,091",Mountain Patrol 2006 Re-release,"$159,460","$143,383",89.9%,"$16,077",10.1%
"1,092",2005 Academy Award Nominated Short Films,"$157,415","$157,415",100%,-,-
"1,093",Nynne,"$157,172",-,-,"$157,172",100%
"1,094",All the Invisible Children,"$156,932",-,-,"$156,932",100%
"1,095",Il ne faut jurer... de rien! 2006 Re-release,"$155,878","$23,442",15%,"$132,436",85%
"1,096",El Topo,"$155,820","$80,302",51.5%,"$75,518",48.5%
"1,097",God on My Side,"$155,230",-,-,"$155,230",100%
"1,098","Vdokh, vydokh","$154,772",-,-,"$154,772",100%
"1,099",Dood eind,"$154,342",-,-,"$154,342",100%
"1,100","Martín Fierro, el ave solitaria","$154,324",-,-,"$154,324",100%
"1,101",The Mostly Unfabulous Social Life of Ethan Green,"$153,122","$153,122",100%,-,-
"1,102",Skies Above the Landscape,"$151,965",-,-,"$151,965",100%
"1,103",We Are Family,"$151,522",-,-,"$151,522",100%
"1,104",Hayatimin kadinisin,"$150,285",-,-,"$150,285",100%
"1,105",Jonestown: The Life and Death of Peoples Temple,"$148,292","$148,292",100%,-,-
"1,106",The Mothman Prophecies 2006 Re-release,"$147,740",-,-,"$147,740",100%
"1,107",Mon frère se marie,"$147,211",-,-,"$147,211",100%
"1,108",Bolletjes blues!,"$145,624",-,-,"$145,624",100%
"1,109",A Soap,"$145,135","$4,164",2.9%,"$140,971",97.1%
"1,110",Exit,"$144,024",-,-,"$144,024",100%
"1,111",Showtime 2006 Re-release,"$143,940",-,-,"$143,940",100%
"1,112",10th & Wolf,"$143,451","$54,702",38.1%,"$88,749",61.9%
"1,113",In Between Days,"$141,616","$23,465",16.6%,"$118,151",83.4%
"1,114",On the Line 2006 Re-release,"$141,582",-,-,"$141,582",100%
"1,115",Catch,"$140,785",-,-,"$140,785",100%
"1,116",Opal Dream,"$140,666","$14,443",10.3%,"$126,223",89.7%
"1,117",What the Bleep!?: Down the Rabbit Hole,"$138,913","$138,913",100%,-,-
"1,118",Lies and Alibis,"$138,704",-,-,"$138,704",100%
"1,119",Aziris nuna,"$138,490",-,-,"$138,490",100%
"1,120",Gucha: Distant Trumpet,"$137,339",-,-,"$137,339",100%
"1,121",Cheese Head,"$135,048",-,-,"$135,048",100%
"1,122",Khao niao moo ping,"$134,661",-,-,"$134,661",100%
"1,123",Zai el Hawa,"$134,438",-,-,"$134,438",100%
"1,124",The Dudesons Movie,"$133,113",-,-,"$133,113",100%
"1,125",Una rosa de Francia,"$132,601",-,-,"$132,601",100%
"1,126",Stolen,"$132,596","$132,596",100%,-,-
"1,127",Unknown White Male,"$131,256","$126,836",96.6%,"$4,420",3.4%
"1,128",Karla,"$130,416",-,-,"$130,416",100%
"1,129",Lift,"$130,232",-,-,"$130,232",100%
"1,130",Den enskilde medborgaren,"$130,007",-,-,"$130,007",100%
"1,131",Game 6,"$129,664","$129,664",100%,-,-
"1,132",Ole Bull - Himmelstormeren,"$129,658",-,-,"$129,658",100%
"1,133",Pleasant Moments,"$127,052",-,-,"$127,052",100%
"1,134",Frostbitten,"$125,010",-,-,"$125,010",100%
"1,135",Regular Lovers,"$124,607",-,-,"$124,607",100%
"1,136",Flannel Pajamas,"$123,301","$123,301",100%,-,-
"1,137",The Double Life of Véronique 2006 Re-release,"$123,154",-,-,"$123,154",100%
"1,138",Destiny,"$122,904",-,-,"$122,904",100%
"1,139",Unfolding Florence: The Many Lives of Florence Broadhurst,"$122,660",-,-,"$122,660",100%
"1,140",Mercury Man,"$122,471",-,-,"$122,471",100%
"1,141",Wounded Animals,"$121,510",-,-,"$121,510",100%
"1,142",Caterina in the Big City 2006 Re-release,"$121,489",-,-,"$121,489",100%
"1,143",Mutual Appreciation,"$121,292","$103,509",85.3%,"$17,783",14.7%
"1,144",I Am a Sex Addict,"$120,790","$115,694",95.8%,"$5,096",4.2%
"1,145",Mongolian Ping Pong,"$119,732","$71,223",59.5%,"$48,509",40.5%
"1,146",Winky's Horse 2006 Re-release,"$119,264",-,-,"$119,264",100%
"1,147",12 and Holding,"$119,195","$96,464",80.9%,"$22,731",19.1%
"1,148",Mia Sarah,"$118,970",-,-,"$118,970",100%
"1,149",Cargo,"$117,728",-,-,"$117,728",100%
"1,150",Sir! No Sir!,"$116,944","$116,944",100%,-,-
"1,151",Moreno and the Silence,"$116,534",-,-,"$116,534",100%
"1,152",Çinliler Geliyor,"$116,275",-,-,"$116,275",100%
"1,153",Fiction,"$116,080",-,-,"$116,080",100%
"1,154",Buddha's Lost Children,"$114,355",-,-,"$114,355",100%
"1,155",Winter Passing,"$113,783","$107,492",94.5%,"$6,291",5.5%
